Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, uppdelat per kön
Valt läsår: 2017/18

;;Samtliga elever;Samtliga elever;Samtliga elever;Samtliga elever;Flickor;Flickor;Flickor;Flickor;Flickor;Pojkar;Pojkar;Pojkar;Pojkar;Pojkar;
Kommun;Typ av huvudman;Antal elever;Andel (%) uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (17);Antal elever;Andel (%) elever;Andel (%) uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (17);Antal elever;Andel (%) elever;Andel (%) uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (17);
Oskarshamn;Samtliga;347;80,4;87,6;225,0;178;51,3;83,1;91,0;231,7;169;48,7;77,5;84,0;217,8;
Oskarshamn;Kommunal;347;80,4;87,6;225,0;178;51,3;83,1;91,0;231,7;169;48,7;77,5;84,0;217,8;
Ovanåker;Samtliga;115;67,0;79,1;217,4;54;47,0;83,3;85,2;247,5;61;53,0;52,5;73,8;190,4;
Ovanåker;Kommunal;115;67,0;79,1;217,4;54;47,0;83,3;85,2;247,5;61;53,0;52,5;73,8;190,4;
Oxelösund;Samtliga;85;69,4;81,2;201,6;35;41,2;71,4;82,9;223,6;50;58,8;68,0;80,0;186,3;
Oxelösund;Kommunal;85;69,4;81,2;201,6;35;41,2;71,4;82,9;223,6;50;58,8;68,0;80,0;186,3;
Pajala;Samtliga;68;66,2;76,5;224,1;36;52,9;83,3;~100;256,4;32;47,1;46,9;56,3;186,5;
Pajala;Kommunal;60;61,7;73,3;218,6;33;55,0;81,8;~100;254,8;27;45,0;37,0;48,1;172,6;
Pajala;Enskild;..;..;..;..;..;..;..;..;..;..;..;..;..;..;
Partille;Samtliga;474;78,5;86,5;237,3;224;47,3;79,0;84,8;247,9;250;52,7;78,0;88,0;227,9;
Partille;Kommunal;454;77,8;85,9;235,9;211;46,5;77,7;83,9;246,7;243;53,5;77,8;87,7;226,6;
Partille;Enskild;20;95,0;100,0;269,4;..;..;100,0;100,0;266,9;..;..;..;..;..;
Perstorp;Samtliga;85;75,3;83,5;214,5;39;45,9;87,2;~100;239,3;46;54,1;65,2;73,9;192,9;
Perstorp;Kommunal;85;75,3;83,5;214,5;39;45,9;87,2;~100;239,3;46;54,1;65,2;73,9;192,9;
Piteå;Samtliga;451;83,1;90,7;229,1;203;45,0;87,7;93,1;243,4;248;55,0;79,4;88,7;217,2;
Piteå;Kommunal;451;83,1;90,7;229,1;203;45,0;87,7;93,1;243,4;248;55,0;79,4;88,7;217,2;
Ragunda;Samtliga;73;63,0;78,1;209,8;36;49,3;66,7;~100;228,5;37;50,7;59,5;67,6;190,6;
Ragunda;Kommunal;73;63,0;78,1;209,8;36;49,3;66,7;~100;228,5;37;50,7;59,5;67,6;190,6;
Robertsfors;Samtliga;71;78,9;87,3;225,4;40;56,3;80,0;~100;235,4;31;43,7;77,4;83,9;212,1;
Robertsfors;Kommunal;71;78,9;87,3;225,4;40;56,3;80,0;~100;235,4;31;43,7;77,4;83,9;212,1;
Ronneby;Samtliga;332;69,3;79,2;212,8;148;44,6;74,3;81,8;231,5;184;55,4;65,2;77,2;197,7;
Ronneby;Kommunal;287;69,3;78,4;212,0;137;47,7;75,2;81,8;232,6;150;52,3;64,0;75,3;193,2;
Ronneby;Enskild;45;68,9;84,4;217,6;11;24,4;..;..;218,2;34;75,6;70,6;85,3;217,4;
Rättvik;Samtliga;135;74,1;88,9;205,7;59;43,7;67,8;86,4;216,0;76;56,3;78,9;90,8;197,6;
Rättvik;Kommunal;135;74,1;88,9;205,7;59;43,7;67,8;86,4;216,0;76;56,3;78,9;90,8;197,6;
Sala;Samtliga;231;74,5;87,0;219,8;104;45,0;81,7;~100;235,7;127;55,0;68,5;79,5;206,4;
Sala;Kommunal;231;74,5;87,0;219,8;104;45,0;81,7;~100;235,7;127;55,0;68,5;79,5;206,4;
Salem;Samtliga;224;86,6;92,4;249,1;103;46,0;83,5;91,3;255,7;121;54,0;89,3;93,4;243,4;
Salem;Kommunal;198;87,9;92,4;251,8;92;46,5;84,8;91,3;258,0;106;53,5;90,6;93,4;246,3;
Salem;Enskild;26;76,9;~100;228,8;11;42,3;..;~100;236,4;15;57,7;80,0;~100;223,3;
Sandviken;Samtliga;431;63,1;78,2;206,8;207;48,0;69,1;81,6;228,1;224;52,0;57,6;75,0;187,1;
Sandviken;Kommunal;409;61,9;77,5;204,4;192;46,9;67,7;80,7;224,7;217;53,1;56,7;74,7;186,5;
Sandviken;Enskild;22;86,4;~100;250,3;..;..;86,7;~100;271,2;..;..;..;..;..;
Sigtuna;Samtliga;574;82,4;88,2;237,2;287;50,0;84,9;89,7;246,1;287;50,0;80,0;86,7;228,5;
Sigtuna;Kommunal;373;78,8;85,0;226,7;184;49,3;81,0;87,0;235,7;189;50,7;76,7;83,1;218,1;
Sigtuna;Enskild;201;92,5;~100;266,1;103;51,2;95,6;~100;273,7;98;48,8;89,4;~100;258,2;
Simrishamn;Samtliga;220;65,5;76,8;212,6;112;50,9;72,3;79,5;229,2;108;49,1;58,3;74,1;195,2;
Simrishamn;Kommunal;170;62,9;74,7;209,9;81;47,6;70,4;77,8;229,0;89;52,4;56,2;71,9;192,2;
Simrishamn;Enskild;50;74,0;84,0;221,9;31;62,0;77,4;83,9;229,8;19;38,0;68,4;~100;208,8;
Sjöbo;Samtliga;170;74,7;82,9;220,5;79;46,5;81,0;88,6;239,7;91;53,5;69,2;78,0;203,9;
Sjöbo;Kommunal;166;75,3;83,7;221,8;79;47,6;81,0;88,6;239,7;87;52,4;70,1;79,3;205,6;
Sjöbo;Enskild;..;..;..;..;..;..;.;.;.;..;..;..;..;..;
Skara;Samtliga;201;72,6;84,6;208,1;100;49,8;78,0;85,0;218,1;101;50,2;67,3;84,2;198,2;
Skara;Kommunal;165;69,7;83,6;203,3;85;51,5;77,6;84,7;215,1;80;48,5;61,3;82,5;190,8;
Skara;Enskild;36;86,1;~100;229,7;15;41,7;80,0;~100;234,7;21;58,3;90,5;~100;226,1;
Skellefteå;Samtliga;854;75,9;82,9;216,8;419;49,1;80,4;86,4;233,2;435;50,9;71,5;79,5;200,9;
Skellefteå;Kommunal;830;75,4;82,7;216,0;405;48,8;80,2;86,4;232,8;425;51,2;70,8;79,1;199,8;
Skellefteå;Enskild;24;91,7;~100;245,8;14;58,3;85,7;~100;243,9;10;41,7;100,0;100,0;248,5;
Skinnskatteberg;Samtliga;28;67,9;78,6;209,3;..;..;..;..;..;..;..;68,4;~100;200,8;
Skinnskatteberg;Kommunal;28;67,9;78,6;209,3;..;..;..;..;..;..;..;68,4;~100;200,8;
Skurup;Samtliga;176;76,1;85,8;224,5;86;48,9;80,2;90,7;229,9;90;51,1;72,2;81,1;219,2;
Skurup;Kommunal;176;76,1;85,8;224,5;86;48,9;80,2;90,7;229,9;90;51,1;72,2;81,1;219,2;
Skövde;Samtliga;585;72,8;82,2;222,7;274;46,8;75,2;84,7;233,3;311;53,2;70,7;80,1;213,3;
Skövde;Kommunal;585;72,8;82,2;222,7;274;46,8;75,2;84,7;233,3;311;53,2;70,7;80,1;213,3;
Smedjebacken;Samtliga;91;70,3;92,3;221,8;46;50,5;82,6;~100;241,4;45;49,5;57,8;88,9;201,3;
Smedjebacken;Kommunal;91;70,3;92,3;221,8;46;50,5;82,6;~100;241,4;45;49,5;57,8;88,9;201,3;
Sollefteå;Samtliga;208;65,4;75,5;198,5;97;46,6;72,2;78,4;216,0;111;53,4;59,5;73,0;182,9;
Sollefteå;Kommunal;208;65,4;75,5;198,5;97;46,6;72,2;78,4;216,0;111;53,4;59,5;73,0;182,9;
Sollentuna;Samtliga;998;86,7;91,3;258,8;476;47,7;86,8;92,0;270,2;522;52,3;86,6;90,6;248,3;
Sollentuna;Kommunal;775;86,1;90,2;258,3;365;47,1;87,1;91,8;271,5;410;52,9;85,1;88,8;246,5;
Sollentuna;Enskild;223;88,8;95,1;260,4;111;49,8;85,6;92,8;265,9;112;50,2;92,0;~100;254,9;
Solna;Samtliga;450;75,1;85,6;235,2;212;47,1;76,9;90,6;247,2;238;52,9;73,5;81,1;224,4;
Solna;Kommunal;295;72,9;83,7;230,2;122;41,4;73,8;88,5;239,4;173;58,6;72,3;80,3;223,6;
Solna;Enskild;155;79,4;89,0;244,9;90;58,1;81,1;93,3;257,9;65;41,9;76,9;83,1;226,4;
Sorsele;Samtliga;17;..;..;183,1;..;..;..;..;..;..;..;..;..;..;
Sorsele;Kommunal;17;..;..;183,1;..;..;..;..;..;..;..;..;..;..;
Sotenäs;Samtliga;76;71,1;81,6;214,7;41;53,9;75,6;85,4;222,4;35;46,1;65,7;77,1;205,6;
Sotenäs;Kommunal;76;71,1;81,6;214,7;41;53,9;75,6;85,4;222,4;35;46,1;65,7;77,1;205,6;
Staffanstorp;Samtliga;309;75,7;83,5;227,6;139;45,0;79,1;84,9;245,0;170;55,0;72,9;82,4;213,6;
Staffanstorp;Kommunal;309;75,7;83,5;227,6;139;45,0;79,1;84,9;245,0;170;55,0;72,9;82,4;213,6;
Stenungsund;Samtliga;326;78,2;86,2;224,2;149;45,7;82,6;91,3;247,7;177;54,3;74,6;81,9;204,3;
Stenungsund;Kommunal;308;77,6;85,4;222,6;141;45,8;81,6;90,8;246,0;167;54,2;74,3;80,8;202,6;
Stenungsund;Enskild;18;88,9;100,0;251,3;..;..;..;..;..;..;..;..;100,0;230,8;
Stockholm;Samtliga;9 457;80,6;88,8;251,0;4 634;49,0;82,6;90,2;262,3;4 823;51,0;78,7;87,5;240,1;
Stockholm;Kommunal;5 791;79,2;86,9;245,7;2 738;47,3;81,2;88,2;256,7;3 053;52,7;77,3;85,6;235,7;
Stockholm;Enskild;3 666;83,1;92,0;259,7;1 896;51,7;84,8;93,1;270,6;1 770;48,3;81,2;90,9;248,0;
Storfors;Samtliga;71;95,8;~100;244,7;31;43,7;90,3;~100;251,1;40;56,3;100,0;100,0;239,7;
Storfors;Kommunal;50;94,0;~100;232,3;23;46,0;87,0;~100;240,1;27;54,0;100,0;100,0;225,6;
Storfors;Enskild;21;100,0;100,0;274,2;..;..;..;..;..;..;..;100,0;100,0;268,8;
Storuman;Samtliga;52;82,7;88,5;228,6;26;50,0;76,9;~100;233,8;26;50,0;88,5;~100;223,3;
Storuman;Kommunal;52;82,7;88,5;228,6;26;50,0;76,9;~100;233,8;26;50,0;88,5;~100;223,3;
Strängnäs;Samtliga;432;72,9;83,6;223,0;221;51,2;76,5;85,5;237,8;211;48,8;69,2;81,5;207,2;
Strängnäs;Kommunal;247;65,2;78,5;206,5;104;42,1;67,3;78,8;216,3;143;57,9;63,6;78,3;199,3;
Strängnäs;Enskild;185;83,2;90,3;244,4;117;63,2;84,6;91,5;256,6;68;36,8;80,9;88,2;223,5;
Strömstad;Samtliga;131;72,5;80,2;220,6;65;49,6;75,4;84,6;235,7;66;50,4;69,7;75,8;205,4;
Strömstad;Kommunal;131;72,5;80,2;220,6;65;49,6;75,4;84,6;235,7;66;50,4;69,7;75,8;205,4;
Strömsund;Samtliga;116;70,7;75,9;197,1;53;45,7;83,0;83,0;223,9;63;54,3;60,3;69,8;174,6;
Strömsund;Kommunal;116;70,7;75,9;197,1;53;45,7;83,0;83,0;223,9;63;54,3;60,3;69,8;174,6;
Sundbyberg;Samtliga;368;67,7;81,3;230,3;206;56,0;72,8;85,9;248,0;162;44,0;61,1;75,3;207,2;
Sundbyberg;Kommunal;224;63,8;75,9;217,1;114;50,9;73,7;83,3;240,8;110;49,1;53,6;68,2;191,8;
Sundbyberg;Enskild;144;73,6;89,6;250,7;92;63,9;71,7;89,1;256,8;52;36,1;76,9;90,4;239,8;
Sundsvall;Samtliga;1 182;71,7;82,1;218,3;575;48,6;73,7;82,6;232,2;607;51,4;69,9;81,7;205,0;
Sundsvall;Kommunal;824;61,7;75,0;201,3;384;46,6;63,3;74,7;211,4;440;53,4;60,2;75,2;192,4;
Sundsvall;Enskild;358;95,0;98,6;257,1;191;53,4;94,8;~100;273,9;167;46,6;95,2;~100;237,8;
Sunne;Samtliga;116;71,6;81,0;215,9;47;40,5;76,6;85,1;233,4;69;59,5;68,1;78,3;203,9;
Sunne;Kommunal;116;71,6;81,0;215,9;47;40,5;76,6;85,1;233,4;69;59,5;68,1;78,3;203,9;
Surahammar;Samtliga;103;77,7;~100;231,5;48;46,6;79,2;~100;241,0;55;53,4;76,4;~100;223,1;
Surahammar;Kommunal;103;77,7;~100;231,5;48;46,6;79,2;~100;241,0;55;53,4;76,4;~100;223,1;
Svalöv;Samtliga;163;57,7;77,9;201,7;71;43,6;63,4;74,6;216,3;92;56,4;53,3;80,4;190,8;
Svalöv;Kommunal;135;59,3;78,5;199,0;54;40,0;70,4;77,8;220,5;81;60,0;51,9;79,0;184,9;
Svalöv;Enskild;28;50,0;75,0;215,6;17;60,7;..;64,7;201,7;11;39,3;..;~100;234,5;
Svedala;Samtliga;271;84,1;91,9;238,9;133;49,1;88,0;95,5;248,9;138;50,9;80,4;88,4;229,3;
Svedala;Kommunal;271;84,1;91,9;238,9;133;49,1;88,0;95,5;248,9;138;50,9;80,4;88,4;229,3;
Svenljunga;Samtliga;127;61,4;81,9;190,4;65;51,2;63,1;84,6;197,9;62;48,8;59,7;79,0;182,1;
Svenljunga;Kommunal;127;61,4;81,9;190,4;65;51,2;63,1;84,6;197,9;62;48,8;59,7;79,0;182,1;
Säffle;Samtliga;197;66,5;80,2;209,6;100;50,8;71,0;82,0;226,1;97;49,2;61,9;78,4;192,9;
Säffle;Kommunal;197;66,5;80,2;209,6;100;50,8;71,0;82,0;226,1;97;49,2;61,9;78,4;192,9;
Säter;Samtliga;86;68,6;82,6;215,9;42;48,8;73,8;81,0;234,9;44;51,2;63,6;84,1;199,1;
Säter;Kommunal;86;68,6;82,6;215,9;42;48,8;73,8;81,0;234,9;44;51,2;63,6;84,1;199,1;
Sävsjö;Samtliga;165;71,5;79,4;220,4;84;50,9;76,2;82,1;239,4;81;49,1;66,7;76,5;200,8;
Sävsjö;Kommunal;146;69,2;78,1;216,8;71;48,6;74,6;81,7;237,2;75;51,4;64,0;74,7;197,5;
Sävsjö;Enskild;19;89,5;~100;248,2;..;..;84,6;~100;251,3;..;..;..;..;..;
Söderhamn;Samtliga;282;71,3;83,3;222,2;132;46,8;72,0;84,1;233,3;150;53,2;70,7;82,7;212,2;
Söderhamn;Kommunal;272;72,8;83,5;223,5;124;45,6;75,0;84,7;237,2;148;54,4;70,9;82,4;211,7;
Söderhamn;Enskild;10;..;..;187,8;..;..;..;..;..;..;..;..;..;..;
Söderköping;Samtliga;187;80,2;89,8;235,7;75;40,1;78,7;86,7;251,2;112;59,9;81,3;92,0;225,2;
Söderköping;Kommunal;171;80,7;89,5;236,8;68;39,8;77,9;86,8;253,4;103;60,2;82,5;91,3;225,6;
Söderköping;Enskild;16;75,0;~100;224,5;..;..;..;..;..;..;..;..;..;..;
Södertälje;Samtliga;1 069;76,4;87,7;227,1;528;49,4;81,6;90,7;243,0;541;50,6;71,3;84,8;211,4;
Södertälje;Kommunal;824;72,6;85,9;221,9;399;48,4;78,2;89,5;237,7;425;51,6;67,3;82,6;207,0;
Södertälje;Enskild;245;89,4;93,9;244,3;129;52,7;92,2;94,6;259,3;116;47,3;86,2;93,1;227,5;
Sölvesborg;Samtliga;194;68,0;74,2;211,2;81;41,8;76,5;84,0;231,0;113;58,2;61,9;67,3;196,7;
Sölvesborg;Kommunal;194;68,0;74,2;211,2;81;41,8;76,5;84,0;231,0;113;58,2;61,9;67,3;196,7;
Tanum;Samtliga;126;73,8;88,1;223,1;60;47,6;78,3;91,7;238,3;66;52,4;69,7;84,8;208,9;
Tanum;Kommunal;126;73,8;88,1;223,1;60;47,6;78,3;91,7;238,3;66;52,4;69,7;84,8;208,9;
Tibro;Samtliga;118;75,4;83,9;217,4;52;44,1;80,8;84,6;233,9;66;55,9;71,2;83,3;204,4;
Tibro;Kommunal;118;75,4;83,9;217,4;52;44,1;80,8;84,6;233,9;66;55,9;71,2;83,3;204,4;
Tidaholm;Samtliga;136;76,5;86,0;223,2;79;58,1;75,9;88,6;229,6;57;41,9;77,2;82,5;214,4;
Tidaholm;Kommunal;136;76,5;86,0;223,2;79;58,1;75,9;88,6;229,6;57;41,9;77,2;82,5;214,4;
Tierp;Samtliga;204;67,2;82,8;215,7;107;52,5;72,9;82,2;231,5;97;47,5;60,8;83,5;198,4;
Tierp;Kommunal;204;67,2;82,8;215,7;107;52,5;72,9;82,2;231,5;97;47,5;60,8;83,5;198,4;
Timrå;Samtliga;189;71,4;86,8;212,0;83;43,9;73,5;85,5;222,6;106;56,1;69,8;87,7;203,7;
Timrå;Kommunal;189;71,4;86,8;212,0;83;43,9;73,5;85,5;222,6;106;56,1;69,8;87,7;203,7;
Tingsryd;Samtliga;136;77,2;83,1;223,0;65;47,8;87,7;90,8;254,9;71;52,2;67,6;76,1;193,4;
Tingsryd;Kommunal;97;71,1;79,4;213,7;46;47,4;87,0;~100;250,4;51;52,6;56,9;68,6;179,3;
Tingsryd;Enskild;39;92,3;~100;246,3;19;48,7;89,5;~100;266,4;20;51,3;95,0;~100;228,1;
Tjörn;Samtliga;159;83,0;86,2;232,0;77;48,4;90,9;93,5;254,2;82;51,6;75,6;79,3;210,4;
Tjörn;Kommunal;159;83,0;86,2;232,0;77;48,4;90,9;93,5;254,2;82;51,6;75,6;79,3;210,4;
Tomelilla;Samtliga;122;57,4;64,8;198,0;60;49,2;65,0;66,7;206,8;62;50,8;50,0;62,9;189,3;
Tomelilla;Kommunal;122;57,4;64,8;198,0;60;49,2;65,0;66,7;206,8;62;50,8;50,0;62,9;189,3;
Torsby;Samtliga;114;84,2;88,6;238,0;59;51,8;93,2;~100;262,6;55;48,2;74,5;81,8;211,6;
Torsby;Kommunal;114;84,2;88,6;238,0;59;51,8;93,2;~100;262,6;55;48,2;74,5;81,8;211,6;
Torsås;Samtliga;75;68,0;82,7;212,0;32;42,7;78,1;~100;237,5;43;57,3;60,5;76,7;193,2;
Torsås;Kommunal;75;68,0;82,7;212,0;32;42,7;78,1;~100;237,5;43;57,3;60,5;76,7;193,2;
Tranemo;Samtliga;145;69,7;75,9;218,4;63;43,4;73,0;74,6;230,3;82;56,6;67,1;76,8;209,2;
Tranemo;Kommunal;145;69,7;75,9;218,4;63;43,4;73,0;74,6;230,3;82;56,6;67,1;76,8;209,2;
Tranås;Samtliga;220;84,5;90,5;235,0;115;52,3;87,8;92,2;246,8;105;47,7;81,0;88,6;222,0;
Tranås;Kommunal;220;84,5;90,5;235,0;115;52,3;87,8;92,2;246,8;105;47,7;81,0;88,6;222,0;
Trelleborg;Samtliga;475;81,9;88,4;237,8;222;46,7;83,8;86,9;243,2;253;53,3;80,2;89,7;233,1;
Trelleborg;Kommunal;423;80,6;87,2;234,5;194;45,9;81,4;85,1;239,3;229;54,1;79,9;89,1;230,6;
Trelleborg;Enskild;52;92,3;~100;264,5;28;53,8;100,0;100,0;269,8;24;46,2;83,3;~100;257,9;
Trollhättan;Samtliga;690;71,3;81,0;224,5;357;51,7;72,5;82,1;235,7;333;48,3;70,0;79,9;212,6;
Trollhättan;Kommunal;575;68,5;79,1;220,3;301;52,3;71,4;81,1;233,7;274;47,7;65,3;77,0;205,7;
Trollhättan;Enskild;115;85,2;90,4;245,6;56;48,7;78,6;87,5;246,3;59;51,3;91,5;~100;245,0;
Trosa;Samtliga;170;84,7;92,9;242,1;91;53,5;83,5;91,2;254,1;79;46,5;86,1;~100;228,4;
Trosa;Kommunal;170;84,7;92,9;242,1;91;53,5;83,5;91,2;254,1;79;46,5;86,1;~100;228,4;
Tyresö;Samtliga;626;81,0;89,1;245,0;307;49,0;82,1;90,9;257,3;319;51,0;79,9;87,5;233,2;
Tyresö;Kommunal;501;78,0;86,8;233,5;246;49,1;80,1;89,4;247,8;255;50,9;76,1;84,3;219,9;
Tyresö;Enskild;125;92,8;~100;290,5;61;48,8;90,2;~100;295,3;64;51,2;95,3;100,0;285,9;
Täby;Samtliga;1 234;88,8;94,0;265,4;601;48,7;90,0;95,3;274,0;633;51,3;87,7;92,7;257,1;
Täby;Kommunal;511;90,2;94,3;262,2;268;52,4;92,9;96,3;272,4;243;47,6;87,2;92,2;250,9;
Täby;Enskild;723;87,8;93,8;267,7;333;46,1;87,7;94,6;275,3;390;53,9;87,9;93,1;261,0;
Töreboda;Samtliga;100;64,0;73,0;189,5;38;38,0;68,4;76,3;217,6;62;62,0;61,3;71,0;172,2;
Töreboda;Kommunal;100;64,0;73,0;189,5;38;38,0;68,4;76,3;217,6;62;62,0;61,3;71,0;172,2;
Uddevalla;Samtliga;581;71,9;82,8;220,4;290;49,9;75,5;86,2;234,4;291;50,1;68,4;79,4;206,3;
Uddevalla;Kommunal;487;71,5;82,1;218,6;240;49,3;75,4;85,4;234,1;247;50,7;67,6;78,9;203,5;
Uddevalla;Enskild;94;74,5;86,2;229,6;50;53,2;76,0;90,0;235,7;44;46,8;72,7;81,8;222,3;
Ulricehamn;Samtliga;295;64,7;73,9;218,3;135;45,8;74,1;80,7;243,7;160;54,2;56,9;68,1;196,4;
Ulricehamn;Kommunal;295;64,7;73,9;218,3;135;45,8;74,1;80,7;243,7;160;54,2;56,9;68,1;196,4;
Umeå;Samtliga;1 203;78,6;87,9;232,8;585;48,6;78,5;86,5;242,2;618;51,4;78,8;89,3;223,9;
Umeå;Kommunal;893;78,4;87,0;229,3;418;46,8;78,2;86,4;238,5;475;53,2;78,5;87,6;221,1;
Umeå;Enskild;310;79,4;90,6;243,0;167;53,9;79,0;86,8;251,5;143;46,1;79,7;95,1;233,0;
Upplands Väsby;Samtliga;442;76,7;86,0;236,5;211;47,7;77,3;89,1;245,3;231;52,3;76,2;83,1;228,2;
Upplands Väsby;Kommunal;261;72,0;82,4;224,2;120;46,0;72,5;85,0;233,8;141;54,0;71,6;80,1;215,9;
Upplands Väsby;Enskild;181;83,4;91,2;253,8;91;50,3;83,5;94,5;260,5;90;49,7;83,3;87,8;247,1;
Upplands-Bro;Samtliga;313;77,0;85,3;235,7;150;47,9;80,7;87,3;249,5;163;52,1;73,6;83,4;222,9;
Upplands-Bro;Kommunal;291;76,6;85,6;235,6;143;49,1;79,7;86,7;248,0;148;50,9;73,6;84,5;223,5;
Upplands-Bro;Enskild;22;81,8;~100;237,2;..;..;..;..;..;..;..;73,3;~100;217,2;
Uppsala;Samtliga;2 334;76,6;87,3;238,4;1 093;46,8;79,5;88,3;252,9;1 241;53,2;74,1;86,4;225,5;
Uppsala;Kommunal;1 564;72,6;84,6;228,7;679;43,4;77,0;85,9;243,8;885;56,6;69,2;83,6;217,0;
Uppsala;Enskild;770;84,8;92,7;258,0;414;53,8;83,6;92,3;267,8;356;46,2;86,2;93,3;246,7;
Uppvidinge;Samtliga;120;64,2;77,5;213,3;48;40,0;75,0;85,4;241,0;72;60,0;56,9;72,2;195,2;
Uppvidinge;Kommunal;120;64,2;77,5;213,3;48;40,0;75,0;85,4;241,0;72;60,0;56,9;72,2;195,2;
Vadstena;Samtliga;72;81,9;93,1;236,8;34;47,2;91,2;~100;264,6;38;52,8;73,7;~100;212,0;
Vadstena;Kommunal;72;81,9;93,1;236,8;34;47,2;91,2;~100;264,6;38;52,8;73,7;~100;212,0;
Vaggeryd;Samtliga;176;69,3;79,5;212,6;80;45,5;77,5;81,3;236,0;96;54,5;62,5;78,1;193,4;
Vaggeryd;Kommunal;176;69,3;79,5;212,6;80;45,5;77,5;81,3;236,0;96;54,5;62,5;78,1;193,4;
Valdemarsvik;Samtliga;79;67,1;83,5;219,2;32;40,5;75,0;~100;247,3;47;59,5;61,7;78,7;200,3;
Valdemarsvik;Kommunal;79;67,1;83,5;219,2;32;40,5;75,0;~100;247,3;47;59,5;61,7;78,7;200,3;
Vallentuna;Samtliga;378;82,3;88,4;236,0;174;46,0;82,8;86,8;247,1;204;54,0;81,9;89,7;226,5;
Vallentuna;Kommunal;290;81,7;88,6;234,8;124;42,8;84,7;88,7;253,8;166;57,2;79,5;88,6;220,3;
Vallentuna;Enskild;88;84,1;87,5;240,2;50;56,8;78,0;82,0;230,2;38;43,2;92,1;~100;253,2;
Vansbro;Samtliga;80;61,3;63,8;199,7;30;37,5;73,3;76,7;235,9;50;62,5;54,0;56,0;177,4;
Vansbro;Kommunal;80;61,3;63,8;199,7;30;37,5;73,3;76,7;235,9;50;62,5;54,0;56,0;177,4;
Vara;Samtliga;181;65,2;77,3;204,3;83;45,9;68,7;79,5;215,5;98;54,1;62,2;75,5;194,4;
Vara;Kommunal;181;65,2;77,3;204,3;83;45,9;68,7;79,5;215,5;98;54,1;62,2;75,5;194,4;
Varberg;Samtliga;678;82,3;87,8;231,3;317;46,8;83,9;89,0;237,6;361;53,2;80,9;86,7;225,7;
Varberg;Kommunal;654;81,8;87,5;230,3;306;46,8;83,3;88,6;236,5;348;53,2;80,5;86,5;224,8;
Varberg;Enskild;24;95,8;~100;257,6;11;45,8;100,0;100,0;267,3;13;54,2;92,3;~100;249,4;
Vaxholm;Samtliga;127;94,5;~100;256,9;57;44,9;96,5;~100;271,5;70;55,1;92,9;~100;245,0;
Vaxholm;Kommunal;127;94,5;~100;256,9;57;44,9;96,5;~100;271,5;70;55,1;92,9;~100;245,0;
Vellinge;Samtliga;473;92,0;95,6;261,4;234;49,5;92,3;95,7;268,4;239;50,5;91,6;95,4;254,5;
Vellinge;Kommunal;321;90,7;95,3;261,5;156;48,6;91,0;95,5;269,3;165;51,4;90,3;95,2;254,2;
Vellinge;Enskild;152;94,7;96,1;261,0;78;51,3;94,9;~100;266,6;74;48,7;94,6;~100;255,0;
Vetlanda;Samtliga;320;72,5;80,0;215,7;151;47,2;79,5;82,8;238,0;169;52,8;66,3;77,5;195,8;
Vetlanda;Kommunal;314;72,6;79,9;215,2;147;46,8;79,6;83,0;237,8;167;53,2;66,5;77,2;195,3;
Vetlanda;Enskild;..;..;..;..;..;..;..;..;..;..;..;..;..;..;
Vilhelmina;Samtliga;80;65,0;77,5;212,1;38;47,5;63,2;76,3;220,4;42;52,5;66,7;78,6;204,8;
Vilhelmina;Kommunal;67;62,7;77,6;206,7;31;46,3;58,1;74,2;215,9;36;53,7;66,7;80,6;199,0;
Vilhelmina;Enskild;13;76,9;~100;239,6;..;..;..;..;..;..;..;..;..;..;
Vimmerby;Samtliga;153;67,3;75,2;209,8;71;46,4;77,5;87,3;239,8;82;53,6;58,5;64,6;183,5;
Vimmerby;Kommunal;153;67,3;75,2;209,8;71;46,4;77,5;87,3;239,8;82;53,6;58,5;64,6;183,5;
Vindeln;Samtliga;58;75,9;84,5;222,1;31;53,4;80,6;~100;233,0;27;46,6;70,4;77,8;209,6;
Vindeln;Kommunal;58;75,9;84,5;222,1;31;53,4;80,6;~100;233,0;27;46,6;70,4;77,8;209,6;
Vingåker;Samtliga;105;39,0;51,4;171,9;53;50,5;39,6;49,1;178,0;52;49,5;38,5;53,8;165,4;
Vingåker;Kommunal;105;39,0;51,4;171,9;53;50,5;39,6;49,1;178,0;52;49,5;38,5;53,8;165,4;
Vårgårda;Samtliga;123;64,2;77,2;204,0;50;40,7;72,0;80,0;240,2;73;59,3;58,9;75,3;179,3;
Vårgårda;Kommunal;123;64,2;77,2;204,0;50;40,7;72,0;80,0;240,2;73;59,3;58,9;75,3;179,3;
Vänersborg;Samtliga;443;66,1;76,3;206,7;197;44,5;69,0;76,1;217,6;246;55,5;63,8;76,4;198,0;
Vänersborg;Kommunal;370;63,2;73,8;197,8;172;46,5;66,9;74,4;208,5;198;53,5;60,1;73,2;188,4;
